,cik,ticker,name,date,shares,netincome,revenue,pe
325,742278,RES,"RPC, INC.",2009-12-31,,-22745000.0,587863000.0,
327,93410,CVX,Chevron Corp,2009-12-31,1992000000.0,10483000000.0,171636000000.0,0.9057288786952066
328,1206264,TPX,"TEMPUR SEALY INTERNATIONAL, INC.",2009-12-31,74934000.0,84993000.0,831156000.0,0.4857173752069091
329,858470,CTRA,COTERRA ENERGY INC.,2009-12-31,207231942.0,148343000.0,893085000.0,2.221788301363973
330,1140536,WTW,WILLIS TOWERS WATSON PLC,2009-12-31,168000000.0,438000000.0,3253000000.0,3.7143096876921304
331,1144519,BG,BUNGE LIMITED,2009-12-31,126448071.0,361000000.0,41926000000.0,0.18668930467596345
332,105016,WSO-B,"WATSCO, INC.",2009-12-31,28223275.0,43314000.0,2001815000.0,0.7007124979244586
333,876437,MTG,MGIC Investment Corp,2009-12-31,124209000.0,-1322277000.0,1708526000.0,0.42020317282855824
334,872589,REGN,"REGENERON PHARMACEUTICALS, INC.",2009-12-31,,-67830000.0,379268000.0,
335,49754,DIN,"Dine Brands Global, Inc.",2009-12-31,16917000.0,31409000.0,1414763000.0,0.2904471953874791
336,814585,MBI,MBIA INC,2009-12-31,208156622.0,634000000.0,2954000000.0,0.28045475948892096
337,1065059,LEU,Centrus Energy Corp.,2009-12-31,111400000.0,58500000.0,2036800000.0,57.84903664899828
338,1144980,ABG,"Asbury Automotive Group, Inc.",2009-12-31,32000000.0,13400000.0,3371800000.0,0.1094252302791026
339,1385613,GLRE,"GREENLIGHT CAPITAL RE, LTD.",2009-12-31,36230501.0,209545000.0,419079000.0,2.03941863972744
340,882095,GILD,"GILEAD SCIENCES, INC.",2009-12-31,904604000.0,2635755000.0,7011383000.0,2.791333428376032
342,79282,BRO,"BROWN & BROWN, INC.",2009-12-31,137173000.0,153294000.0,967877000.0,1.2734049449520837
343,898174,RGA,REINSURANCE GROUP OF AMERICA INC,2009-12-31,72790000.0,372996000.0,7066822000.0,0.4908067036453905
348,913144,RNR,RenaissanceRe Holdings Ltd.,2009-12-31,60775000.0,881158000.0,1270763000.0,2.541930590310932
350,1012019,RUSHB,"Rush Enterprises, Inc.",2009-12-31,,5884000.0,1200453000.0,
353,1288403,WTI,W&T OFFSHORE INC,2009-12-31,,-187919000.0,610996000.0,
354,840489,FCFS,"FIRSTCASH HOLDINGS, INC.",2009-12-31,,49764000.0,355278000.0,
355,18926,LUMN,"LUMEN TECHNOLOGIES, INC.",2009-12-31,198813000.0,647000000.0,4974000000.0,1.4473298246846125
356,912593,SUI,SUN COMMUNITIES INC,2009-12-31,18484000.0,-6302000.0,259021000.0,1.4093799344454696
357,1021561,NUS,"NU SKIN ENTERPRISES, INC.",2009-12-31,63333000.0,89845000.0,1331058000.0,1.2785000827545974
358,37785,FMC,FMC CORPORATION,2009-12-31,72163000.0,228500000.0,2826200000.0,0.6174121183151484
359,74260,ORI,OLD REPUBLIC INTERNATIONAL CORPORATION,2009-12-31,235657425.0,-99100000.0,3803600000.0,0.6220424171864504
360,77877,PDCE,"PDC Energy, Inc.",2009-12-31,16448000.0,-79277000.0,230876000.0,1.2973113920087245
361,800457,DGICA,Donegal Group Inc.,2009-12-31,,18830078.0,386733407.0,
362,1166691,CMCSA,Comcast Corporation,2009-12-31,2875000000.0,3638000000.0,35756000000.0,0.6778233269208069
363,1333493,EHTH,"EHEALTH, INC.",2009-12-31,24309000.0,15347000.0,134890000.0,2.960907979972704
364,1095073,RE,"Everest Re Group, Ltd.",2009-12-31,60661000.0,806989000.0,4498578000.0,1.1553505348828603
366,902791,BBSI,"BARRETT BUSINESS SERVICES, INC.",2009-12-31,10452000.0,-3945000.0,236460000.0,0.5432423225970051
367,944314,LSI,"LIFE STORAGE, INC.",2009-12-31,23787000.0,19916000.0,191040000.0,2.965904170544303
368,1362004,ICFI,"ICF International, Inc.",2009-12-31,15433000.0,22356000.0,674399000.0,0.6132932999983028
369,939767,EXEL,"EXELIXIS, INC.",2009-12-31,107073000.0,-135220000.0,151759000.0,5.199876104524065
370,34088,XOM,Exxon Mobil Corporation,2009-12-31,,19280000000.0,301500000000.0,
372,800457,DGICB,Donegal Group Inc.,2009-12-31,,18830078.0,386733407.0,
373,1013462,ANSS,ANSYS INC,2009-12-31,88486000.0,116391000.0,516885000.0,7.439955655491352
375,1164863,NPO,"ENPRO INDUSTRIES, INC",2009-12-31,20000000.0,-139300000.0,804400000.0,0.6566384845204403
376,1097149,ALGN,"ALIGN TECHNOLOGY, INC.",2009-12-31,69094000.0,-31269000.0,312333000.0,3.94212285898123
377,895421,MS,Morgan Stanley,2009-12-31,1185414871.0,1346000000.0,23280000000.0,1.6080498941469081
378,1362705,SNMP,Evolve Transition Infrastructure LP,2009-12-31,22664895.0,-9023000.0,142536000.0,5.2473868706853
379,351834,STKL,SUNOPTA INC.,2009-12-31,,-6763000.0,819031000.0,
380,1357615,KBR,"KBR, Inc.",2009-12-31,160000000.0,290000000.0,12105000000.0,0.24624534206713394
381,1273441,GTE,GRAN TIERRA ENERGY INC.,2009-12-31,241258568.0,13941000.0,263716000.0,5.223749914617558
382,850429,TG,Tredegar Corporation,2009-12-31,,-1353000.0,657077000.0,
383,899051,ALL,ALLSTATE CORP,2009-12-31,539600000.0,888000000.0,32013000000.0,0.47886908186248006
384,922621,ERIE,ERIE INDEMNITY COMPANY,2009-12-31,,108000000.0,4255000000.0,
391,1067701,URI,"UNITED RENTALS, INC.",2009-12-31,60100000.0,-62000000.0,2358000000.0,0.23499661410026776
393,1109357,EXC,EXELON CORPORATION,2009-12-31,659000000.0,2707000000.0,17318000000.0,1.307694987896092
395,793074,WERN,"WERNER ENTERPRISES, INC.",2009-12-31,71672000.0,56584000.0,1666470000.0,0.8515638117209452
396,895421,MS-PA,Morgan Stanley,2009-12-31,1185414871.0,1346000000.0,23280000000.0,1.1146362028638395
397,40545,GE,General Electric Company,2009-12-31,,11025000000.0,154396000000.0,
399,831001,C,Citigroup Inc.,2009-12-31,1156800000.0,-1606000000.0,80285000000.0,0.4769269257627612
405,1413159,TGH,Textainer Group Holdings Limited,2009-12-31,47761000.0,90776000.0,238961000.0,3.377793371222184
407,1308208,ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",2009-12-31,15982000.0,4900000.0,503230000.0,0.5748349782339073
408,1022321,GEL,GENESIS ENERGY LP,2009-12-31,,8063000.0,1435360000.0,
409,765880,PEAK,"Healthpeak Properties, Inc.",2009-12-31,274216000.0,131690000.0,1146185000.0,6.654336435945211
410,1120193,NDAQ,"Nasdaq, Inc.",2009-12-31,204698277.0,266000000.0,3411000000.0,0.3964741601186629
416,1126328,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",2009-12-31,297300000.0,622700000.0,8849100000.0,0.8076631829436077
419,72741,ES,EVERSOURCE ENERGY,2009-12-31,172567928.0,335592000.0,5439430000.0,0.8181973149963612
420,731766,UNH,UNITEDHEALTH GROUP INCORPORATED,2009-12-31,1168000000.0,3822000000.0,87138000000.0,0.4085547001920176
434,1085869,PRFT,"PERFICIENT, INC",2009-12-31,27538300.0,1463000.0,188150000.0,1.2338446845815692
436,894405,ARCB,ARCBEST CORPORATION,2009-12-31,25052303.0,-127889000.0,1472901000.0,0.5005694781491465
438,1393311,PSA,PUBLIC STORAGE,2009-12-31,168358000.0,834621000.0,1622920000.0,8.449435946449707
442,891103,MTCH,"MATCH GROUP, INC.",2009-12-31,138599000.0,-978822000.0,1346695000.0,0.6018727232960475
444,1059556,MCO,MOODYS CORP /DE/,2009-12-31,236100000.0,402000000.0,1797200000.0,3.5207432783607806
445,89800,SHW,SHERWIN WILLIAMS CO,2009-12-31,113514399.0,435848000.0,7094249000.0,0.3288185702031866
446,1023128,LAD,LITHIA MOTORS INC,2009-12-31,22037000.0,9151000.0,1728629000.0,0.1047906438481096
447,799233,HTLD,"HEARTLAND EXPRESS, INC.",2009-12-31,91131000.0,56949000.0,459539000.0,3.0281878398056774
448,1362468,ALGT,Allegiant Travel Company,2009-12-31,19982000.0,76331000.0,557940000.0,1.6893409746780392
449,94344,STC,STEWART INFORMATION SERVICES CORPORATION,2009-12-31,,-50975000.0,1707302000.0,
450,891166,UVE,"Universal Insurance Holdings, Inc.",2009-12-31,37618000.0,28787000.0,210642000.0,1.0483078194043047
453,64040,SPGI,S&P Global Inc.,2009-12-31,312000000.0,731000000.0,5870000000.0,1.7811106433251038
454,56047,KEX,KIRBY CORPORATION,2009-12-31,53192000.0,125941000.0,1082158000.0,1.7120212181561851
456,1127703,PRA,ProAssurance Corporation,2009-12-31,32848000.0,222026000.0,672683000.0,1.311365122893516
457,1141391,MA,Mastercard Incorporated,2009-12-31,130000000.0,1463000000.0,5099000000.0,0.6526259942063164
458,1327068,USO,"UNITED STATES OIL FUND, LP",2009-12-31,,649378719.0,669736114.0,
460,49071,HUM,Humana Inc.,2009-12-31,167364000.0,1040000000.0,30743000000.0,0.23893588322054196
461,1278021,MKTX,MARKETAXESS HOLDINGS INC,2009-12-31,33264000.0,16102000.0,114439000.0,4.0403148167214935
462,89089,SCI,Service Corporation International,2009-12-31,251709000.0,123098000.0,2053520000.0,1.003884356801346
463,1043277,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2009-12-31,167695000.0,360830000.0,7577189000.0,1.299786408024839
465,1179929,MOH,"MOLINA HEALTHCARE, INC.",2009-12-31,38765000.0,30868000.0,3669356000.0,0.16107378043963577
466,775368,Y,ALLEGHANY CORP /DE,2009-12-31,9055920.0,270999000.0,1184392000.0,2.028363867325031
467,788784,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,2009-12-31,505986000.0,1592000000.0,12035000000.0,1.3979255920232654
468,844965,TTI,TETRA TECHNOLOGIES INC,2009-12-31,75045000.0,68804000.0,878877000.0,0.9460921087643902
469,875045,BIIB,Biogen Inc.,2009-12-31,287356000.0,970132000.0,4377348000.0,3.5120684944400127
470,1156375,CME,CME GROUP INC.,2009-12-31,66366000.0,825800000.0,2612800000.0,1.7066994646029172
471,101199,UFCS,United Fire Group Inc,2009-12-31,26590458.0,-10441000.0,572193000.0,0.8471687650283284
472,811532,FUN,"CEDAR FAIR, L.P.",2009-12-31,,35429000.0,916075000.0,
473,352541,LNT,ALLIANT ENERGY CORP,2009-12-31,110268000.0,129700000.0,3427300000.0,0.48678401441927205
474,315852,RRC,RANGE RESOURCES CORP,2009-12-31,154514000.0,-53870000.0,819166000.0,9.402883743014659
476,315858,BVH,BLUEGREEN VACATIONS HOLDING CORPORATION,2009-12-31,57235.0,27279000.0,403461000.0,0.00026244110673544343
477,1338065,DCP,"DCP MIDSTREAM, LP",2009-12-31,31200000.0,6100000.0,1477900000.0,0.6242533259885754
480,101829,RTX,RAYTHEON TECHNOLOGIES CORPORATION,2009-12-31,917400000.0,3829000000.0,52920000000.0,0.7572461001078288
483,766704,WELL,Welltower Inc.,2009-12-31,114207000.0,193269000.0,475870000.0,10.636632284335615
484,1185348,PRAA,"PRA Group, Inc.",2009-12-31,15420000.0,44306000.0,281091000.0,0.8201222986821649
485,51644,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",2009-12-31,468200000.0,121300000.0,6007400000.0,0.5751766244267467
486,1326160,DUK,DUKE ENERGY CORPORATION,2009-12-31,1293000000.0,1075000000.0,12731000000.0,5.243703666724766
487,5513,UNM,UNUM GROUP,2009-12-31,331266200.0,852600000.0,10091000000.0,0.6408003543396722
488,751364,NNN,"NATIONAL RETAIL PROPERTIES, INC.",2009-12-31,79846258.0,54810000.0,228827000.0,7.404447639194349
489,896159,CB,Chubb Ltd,2009-12-31,336725625.0,2549000000.0,15075000000.0,1.1257692878144296
490,814453,NWL,NEWELL BRANDS INC.,2009-12-31,280800000.0,285500000.0,5483400000.0,0.7686486603694823
491,1201792,APEI,"American Public Education, Inc.",2009-12-31,18167000.0,23943000.0,148998000.0,4.1894396642119816
492,1230245,PIPR,PIPER SANDLER COMPANIES,2009-12-31,15952000.0,30369000.0,486881000.0,1.6581684841600475
493,860546,OFC,CORPORATE OFFICE PROPERTIES TRUST,2009-12-31,55930000.0,56329000.0,737628000.0,2.777437895171665
494,1372020,GLDD,Great Lakes Dredge & Dock Corporation,2009-12-31,58507000.0,17468000.0,622244000.0,0.6092872910239914
496,784199,AORT,"CRYOLIFE, INC.",2009-12-31,28106000.0,8679000.0,111685000.0,1.6156200218858183
497,1214816,AXS,AXIS CAPITAL HOLDINGS LIMITED,2009-12-31,137279000.0,497886000.0,2814977000.0,1.3854807229518702
498,93751,STT,STATE STREET CORP,2009-12-31,470602000.0,-1881000000.0,8640000000.0,2.3715291100519673
501,1061219,EPD,ENTERPRISE PRODUCTS PARTNERS L.P.,2009-12-31,206700000.0,204100000.0,25510900000.0,0.1272484892430311
502,809248,TAST,"CARROLS RESTAURANT GROUP, INC",2009-12-31,21594366.0,21835000.0,816140000.0,0.18706615449177666
503,1096343,MKL,Markel Corporation,2009-12-31,9815000.0,201638000.0,2069326000.0,1.6126506891615917
504,350698,AN,"AUTONATION, INC.",2009-12-31,176500000.0,198000000.0,10666000000.0,0.31689245571635044
506,20286,CINF,CINCINNATI FINANCIAL CORP,2009-12-31,162595041.0,432000000.0,3903000000.0,1.0931319084358053
507,7789,ASB,Associated Banc-Corp,2009-12-31,127858000.0,-131859000.0,1096585000.0,1.2837277632507957
510,4904,AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",2009-12-31,458677534.0,1360000000.0,13489000000.0,1.1829929444578415
511,798354,FISV,FISERV INC,2009-12-31,154500000.0,476000000.0,4077000000.0,0.4592935938971985
512,91928,SJI,"SOUTH JERSEY INDUSTRIES, INC.",2009-12-31,29785000.0,58105000.0,845444000.0,0.6725408833049029
515,318673,SNFCA,SECURITY NATIONAL FINANCIAL CORPORATION,2009-12-31,9149451.0,3773880.0,216888296.0,0.09297377277420595
516,67716,MDU,MDU Resources Group Inc,2009-12-31,185175000.0,-123274000.0,4176501000.0,1.0463615525624577
518,1320854,RAIL,"FREIGHTCAR AMERICA, INC.",2009-12-31,11861366.0,4940000.0,248462000.0,0.9466674456256875
519,773141,MDC,"M.D.C. Holdings, Inc.",2009-12-31,46537000.0,24679000.0,898303000.0,1.3786363982696517
520,1094831,BGCP,"BGC Partners, Inc.",2009-12-31,80350000.0,20025000.0,1162322000.0,0.20538607257707334
521,773840,HON,HONEYWELL INTERNATIONAL INC,2009-12-31,,1548000000.0,29951000000.0,
522,1358190,ITP,"IT TECH PACKAGING, INC.",2009-12-31,12221782.0,12720208.0,102142828.0,12.539723208935614
525,25475,CRD-B,CRAWFORD & COMPANY,2009-12-31,51830000.0,-115683000.0,1048202000.0,0.1948195128093024
526,25475,CRD-A,CRAWFORD & COMPANY,2009-12-31,51830000.0,-115683000.0,1048202000.0,0.16515156005368756
528,29989,OMC,OMNICOM GROUP INC.,2009-12-31,308200000.0,793000000.0,11720700000.0,1.0294632974375146
529,1039828,AEL,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,2009-12-31,56138.0,68530000.0,1188913000.0,0.00035130133425426597
534,1099219,MET-PA,"METLIFE, INC.",2009-12-31,818462150.0,-2411000000.0,40645000000.0,0.48227750318457535
536,750004,LNW,SCIENTIFIC GAMES CORPORATION,2009-12-31,92701000.0,-39879000.0,927749000.0,1.4538410364024241
538,811156,CMS,CMS ENERGY CORPORATION,2009-12-31,,229000000.0,6205000000.0,
543,819913,HALL,"HALLMARK FINANCIAL SERVICES, INC.",2009-12-31,,24575000.0,287039000.0,
544,59558,LNC,Lincoln National Corporation,2009-12-31,280031363.0,-485000000.0,8499000000.0,0.8197646871900609
545,1138118,CBRE,"CBRE GROUP, INC.",2009-12-31,277361783.0,33341000.0,4165820000.0,0.9034954248301419
549,1099219,MET,"METLIFE, INC.",2009-12-31,818462150.0,-2411000000.0,40645000000.0,0.634436315883874
550,861459,GVA,GRANITE CONSTRUCTION INCORPORATED,2009-12-31,37566000.0,73500000.0,1963479000.0,0.6439954561611727
552,74208,UDR,"UDR, Inc.",2009-12-31,149090000.0,-87532000.0,505929000.0,4.844631716352789
553,1377630,NCMI,"NATIONAL CINEMEDIA, INC.",2009-12-31,42118639.0,26100000.0,380700000.0,1.8332173243404555
554,1113169,TROW,PRICE T ROWE GROUP INC,2009-12-31,255900000.0,433600000.0,1871900000.0,7.279595598055452
557,912242,MAC,MACERICH CO,2009-12-31,81226000.0,120742000.0,793048000.0,3.631253065459106
558,78128,WTRG,"Essential Utilities, Inc.",2009-12-31,135816000.0,104353000.0,609897000.0,3.1193965190409174
559,1273931,MGI,MONEYGRAM INTERNATIONAL INC,2009-12-31,,-1906000.0,1161711000.0,
560,910329,MED,"MEDIFAST, INC.",2009-12-31,13515318.0,11357000.0,169743000.0,2.434848113965601
563,799167,MRTN,MARTEN TRANSPORT LTD,2009-12-31,,16267000.0,505874000.0,
564,1039684,OKE,"ONEOK, Inc.",2009-12-31,105362.0,305451000.0,10805753000.0,0.00019023895357576435
565,890926,RDN,Radian Group Inc.,2009-12-31,81937000.0,-147879000.0,1313378000.0,0.4560449964226043
566,73088,NWE,NorthWestern Corporation,2009-12-31,36091362.0,73420000.0,1141910000.0,0.8223916558759573
567,1067983,BRK-A,BERKSHIRE HATHAWAY INC,2009-12-31,1551174000000.0,8055000000.0,112493000000.0,1367875.8749433297
568,92380,LUV,SOUTHWEST AIRLINES CO.,2009-12-31,741000000.0,99000000.0,10350000000.0,0.8183217609792515
569,701288,ATRI,Atrion Corporation,2009-12-31,1979000.0,16843000.0,100643000.0,3.062010099219732
571,1040971,SLG,SL Green Realty Corp.,2009-12-31,69735000.0,57544000.0,978361000.0,3.801984467799751
572,850141,HMN,HORACE MANN EDUCATORS CORPORATION,2009-12-31,39175258.0,73486000.0,937427000.0,0.5223774491240385
574,732834,CLR,"CONTINENTAL RESOURCES, INC",2009-12-31,168559000.0,71338000.0,626211000.0,5.772411700784361
575,912595,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",2009-12-31,28341000.0,37211000.0,374365000.0,3.654998318229677
576,922224,PPL,PPL Corporation,2009-12-31,376082000.0,407000000.0,7449000000.0,1.5193497959991669
577,1468174,H,Hyatt Hotels Corp,2009-12-31,151486490.0,-43000000.0,3330000000.0,1.3560997555548007
578,874015,IONS,"IONIS PHARMACEUTICALS, INC.",2009-12-31,98109000.0,155066000.0,121600000.0,8.963741417080165
579,1101239,EQIX,"EQUINIX, INC.",2009-12-31,38488000.0,69431000.0,882509000.0,4.629415970520445
580,40211,GATX,GATX Corporation,2009-12-31,46600000.0,81400000.0,1124900000.0,1.1909947550893414
581,885550,CACC,CREDIT ACCEPTANCE CORP,2009-12-31,30590000.0,146255000.0,380664000.0,3.383138288157966
584,894081,ATSG,"Air Transport Services Group, Inc.",2009-12-31,62674000.0,34449000.0,823483000.0,0.20092626875693154
585,316709,SCHW,SCHWAB CHARLES CORP,2009-12-31,1156000000.0,787000000.0,4193000000.0,5.188628582689434
586,1287808,HIL,"HILL INTERNATIONAL, INC.",2009-12-31,39659000.0,19470000.0,421782000.0,0.5867299954070474
587,1433660,JBT,John Bean Technologies Corporation,2009-12-31,27600000.0,32800000.0,841600000.0,0.5578374599775887
588,1174922,WYNN,"WYNN RESORTS, LIMITED",2009-12-31,119840000.0,20654000.0,3045611000.0,2.2912588459726475
589,1067983,BRK-B,BERKSHIRE HATHAWAY INC,2009-12-31,1551174000000.0,8055000000.0,112493000000.0,906.2177839823185
590,1304421,CNSL,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2009-12-31,,24905000.0,406167000.0,
591,873860,OCN,OCWEN FINANCIAL CORPORATION,2009-12-31,78252000000.0,297000.0,380728000.0,29504.199425327668
592,1109116,EVC,ENTRAVISION COMMUNICATIONS CORPORATION,2009-12-31,,-50072000.0,189231000.0,
593,1070750,HST,"HOST HOTELS & RESORTS, INC.",2009-12-31,,-252000000.0,4094000000.0,
594,97210,TER,"TERADYNE, INC.",2009-12-31,173604000.0,-133837000.0,777425000.0,2.396077873145828
595,1267238,AIZ,"Assurant, Inc.",2009-12-31,118036632.0,430574000.0,8700501000.0,0.39994476839059245
596,1031623,GIFI,"Gulf Island Fabrication, Inc.",2009-12-31,,20804000.0,311529000.0,
598,827052,EIX,EDISON INTERNATIONAL,2009-12-31,326000000.0,849000000.0,12361000000.0,0.9172623252205147
599,5272,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",2009-12-31,135324896.0,-8362000000.0,75447000000.0,0.053773381580886966
600,816761,TDC,TERADATA CORPORATION,2009-12-31,171900000.0,254000000.0,1709000000.0,3.161390902551034
602,914208,IVZ,Invesco Ltd.,2009-12-31,417200000.0,322500000.0,2627300000.0,3.7300757068132677
603,91767,SON,SONOCO PRODUCTS COMPANY,2009-12-31,100780000.0,151482000.0,3694234000.0,0.7979502651970611
605,1364250,DEI,"Douglas Emmett, Inc.",2009-12-31,121553.0,-27064000.0,571060000.0,0.003033184341400203
606,928658,CVLG,"COVENANT LOGISTICS GROUP, INC.",2009-12-31,14124000.0,-25030000.0,588687000.0,0.1010079049457315
607,78814,PBI,PITNEY BOWES INC,2009-12-31,206734000.0,423445000.0,5569171000.0,0.8448772514468775
608,1084048,ZD,"Ziff Davis, Inc.",2009-12-31,43936194.0,66827000.0,245571000.0,3.1660073851654555
609,1043509,SAH,"SONIC AUTOMOTIVE, INC.",2009-12-31,43836000.0,31548000.0,5973609000.0,0.07624470484256607
612,1050446,MSTR,MICROSTRATEGY Inc,2009-12-31,11906000.0,74837000.0,377788000.0,2.9630429765697923
613,37996,F,FORD MOTOR CO,2009-12-31,2992000000.0,2717000000.0,116283000000.0,0.2573033031483536
615,1068875,BCOR,"BLUCORA, INC.",2009-12-31,34983000.0,7403000.0,207646000.0,1.4438241012301496
616,1037540,BXP,"BOSTON PROPERTIES, INC.",2009-12-31,131050000.0,231014000.0,1518190000.0,5.789475269898177
617,885462,GURE,"Gulf Resources, Inc.",2009-12-31,30698824.0,30591415.0,110276908.0,16.229521195667328
619,726728,O,REALTY INCOME CORPORATION,2009-12-31,103577507.0,131127000.0,318589000.0,8.162484680832714
621,1224608,CNO,"CNO Financial Group, Inc.",2009-12-31,188365000.0,20400000.0,4341400000.0,0.2169403878933063
622,1332349,BKD,BROOKDALE SENIOR LIVING INC.,2009-12-31,111288000.0,-66255000.0,2100274000.0,0.9638403272307347
623,1331875,FNF,"FIDELITY NATIONAL FINANCIAL, INC.",2009-12-31,224700000.0,222300000.0,5521300000.0,0.32525460401770667
626,912728,FWRD,FORWARD AIR CORP,2009-12-31,28928000.0,9802000.0,417410000.0,1.7346682155752886
627,70866,NCR,NCR CORP,2009-12-31,158900000.0,-33000000.0,4579000000.0,0.3862321507282511
628,19745,CPK,CHESAPEAKE UTILITIES CORPORATION,2009-12-31,7313320.0,15897000.0,268785000.0,0.5813615774563438
631,732717,T,AT&T INC.,2009-12-31,5900000000.0,12138000000.0,122513000000.0,1.0195415725029842
632,1091748,ARGO,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",2009-12-31,30731226.0,115200000.0,1544800000.0,0.37872266157557966
634,1466258,TT,TRANE TECHNOLOGIES PLC,2009-12-31,321100000.0,451300000.0,13009100000.0,0.5466261034878125
635,315293,AON,Aon plc,2009-12-31,283200000.0,747000000.0,7595000000.0,1.4296100122729283
636,1018979,AMSF,AMERISAFE INC,2009-12-31,18860197.0,47563000.0,282211000.0,1.2009373381609167
637,1363829,ESGR,Enstar Group LTD,2009-12-31,13514207.0,135210000.0,101712000.0,9.70197567419483
639,1021635,OGE,OGE ENERGY CORP.,2009-12-31,96200000.0,258300000.0,2869700000.0,0.6183255987183642
